question_id;question_var_id;answer_var_id;question;answer_options;source;decision;subject
1313;1;1;Thinking about the news that your friends, family and acquaintances post or send you online about political and social issues, overall, do you think the mix of news you get from them;['Represents just one side', 'Represents more than one side', 'They don't send me news about political and social issues', 'Refused'];Pew_American_Trends_Panel_W45.csv;persona only;Media & News
1314;1;1;how big of a problem is the amount of made-up news and information when it comes to how the public stays informed about the basic facts of current issues and events?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1315;1;1;how big of a problem is the public's difficulty distinguishing facts from opinions when it comes to how the public stays informed about the basic facts of current issues and events?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1316;1;1;how big of a problem is too many different sources to choose from when it comes to how the public stays informed about the basic facts of current issues and events?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1317;1;1;How often do you come across videos or images that have been altered or made-up to mislead the public?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1318;1;1;Within the next five years, do you think the issue of made-up news and information will get better or worse?;['A lot Better', 'A little Better', 'No difference', 'A little Worse', 'A lot Worse'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1319;1;1;How big of a problem do you think the public's lack of effort is in addressing made-up news and information?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1320;1;1;How big of a problem do you think low awareness of current events are in addressing made-up news and information?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1321;1;1;How big of a problem do you think digital technology is in addressing made-up news and information?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1322;1;1;How big of a problem do you think the ability to make money from it is in addressing made-up news and information?;['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1323;1;1;How much do you agree or disagree with the following statement? The government has the most responsibility to reduce the amount of made-up news and information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1324;1;1;How much do you agree or disagree with the following statement? Technology companies have the most responsibility to reduce the amount of made-up news and information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1325;1;1;How much do you agree or disagree with the following statement? The public has the most responsibility to reduce the amount of made-up news and information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1326;1;1;How much do you agree or disagree with the following statement? The news media has the most responsibility to reduce the amount of made-up news and information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1327;1;1;If you wanted to check the accuracy of a news story, how likely do you think it is that you would know what steps to take?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1328;1;1; How much do you agree or disagree with the following statement? Different organizations and news outlets have taken on fact-checking efforts. Those who do the fact-checking deal fairly with all sides.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1329;1;1; How much do you agree or disagree with the following statement? Different organizations and news outlets have taken on fact-checking efforts. Those who do the fact-checking tend to favor one side.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1330;1;1;How much do you agree or disagree with the following statement? By criticizing leaders, news organizations keep political leaders from doing their job.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Politics & Government
1331;1;1;How much do you agree or disagree with the following statement? By criticizing leaders, news organizations keep political leaders from doing things that shouldn't be done.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Politics & Government
1332;1;1;How much do you agree or disagree with the following statement? In presenting the news dealing with political and social issues, news organizations deal fairly with all sides.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1333;1;1;How much do you agree or disagree with the following statement? In presenting the news dealing with political and social issues, news organizations tend to favor one side.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W45.csv;keep;Media & News
1334;1;1;Do you ever use social media (such as Facebook, Twitter or Snapchat)?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W45.csv;persona only;Media & News
1335;1;1;Do you use facebook?;['Yes, use this', 'No, do not use this', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1336;1;1;Do you use instagram?;['Yes, use this', 'No, do not use this', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1337;1;1;Do you use twitter?;['Yes, use this', 'No, do not use this', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1338;1;1;Do you use any other social media sites?;['Yes, use this', 'No, do not use this', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1339;1;1;Thinking about the posts and discussions you see on social media about politics and the 2020 election, which comes closer to your view?;['I like seeing lots of political posts and discussions on social media', 'I am worn out by how many political posts and discussions I see on social media', 'I don't feel strongly about these posts one way or the other', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1340;1;1;In your experience, when you talk about politics with people on social media who you disagree with, do you generally find it to be;['Interesting and informative', 'Stressful and frustrating', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1341;1;1;In your experience, when you talk about politics with people on social media who you disagree with, do you generally find that;['You have more in common politically than you thought', 'You have less in common politically than you thought', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Media & News
1342;1;1;On a different topic, compared with five years ago, do you feel your personal information is;['More secure', 'Less secure', 'About the same', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1343;1;1;How closely, if at all, do you follow news about privacy issues?;['Very closely', 'Somewhat closely', 'Not too closely', 'Not at all closely', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1344;1;1;Do you have a voice-controlled smart speaker in your home, such as an Amazon Echo or a Google Home?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1345;1;1;Would you like your smart speaker to do a better job of taking your interests and preferences into account in the future?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1346;1;1;Would you like your smart speaker to do a better job of taking your interests and preferences into account in the future, even if that meant it would need to collect more personal information about you?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1347;1;1;Do you have other connected items in your home that you can control from your phone, such as smart lighting or a connected thermostat or alarm system?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1348;1;1;Do you regularly wear a smart watch or a wearable fitness tracker?;['Yes, wear this', 'No, do not wear this', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1349;1;1;Do you belong to any loyalty programs of a grocery store or a supermarket that you frequent?;['Yes, belong to this', 'No, do not belong to this', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1350;1;1;Have you ever used a mail-in DNA testing service from a company such as AncestryDNA or 23andMe?;['Yes, have used this', 'No, have not used this', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1351;1;1;How much do you feel you personally benefit from the data that companies collect about you?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;General Opinion
1352;1;1;How much do you feel you understand what companies are doing with the data they collect about you?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;General Opinion
1353;1;1;On balance, which would you say most accurately describes how you feel?;['The benefits the government can provide by collecting data about me and others outweigh the potential risks', 'The potential risks of the government collecting data about me and others outweigh the benefits it can provide', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;General Opinion
1353;1;2;On balance, which would you say most accurately describes how you feel?;['The benefits I get from companies collecting data about me outweigh the potential risks', 'The potential risks of companies collecting data about me outweigh the benefits I get', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;General Opinion
1354;1;1;Do you think it is possible to go about daily life today without having companies collect data about you?;['Yes, it is possible', 'No, it is not possible', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1355;1;1;How concerned are you, if at all, about how the government is using the data it collects about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1356;1;1;How much control do you think you have over the data the government collects about you?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1357;1;1;How much do you feel you understand what the government is doing with the data it collects about you?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1358;1;1;Do you think it is possible to go about daily life today without having the government collect data about you?;['Yes, it is possible', 'No, it is not possible', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1359;1;1;How concerned are you, if at all, about how much personal information advertisers might know about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1360;1;1;How concerned are you, if at all, about how much personal information the companies you buy things from might know about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1361;1;1;How concerned are you, if at all, about how much personal information your friends and family might know about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1362;1;1;How concerned are you, if at all, about how much personal information the social media sites you use might know about you?;['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1363;1;1;How much control, if any, do you think you have over who can access your posts and activities on social media?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1364;1;1;How much control, if any, do you think you have over who can access the search terms you use online?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1365;1;1;How much control, if any, do you think you have over who can access your physical location?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1366;1;1;How much control, if any, do you think you have over who can access the websites you visit?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1367;1;1;How much control, if any, do you think you have over who can access the private conversations you've had online or using text messaging?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1368;1;1;How often are you asked to agree to the terms and conditions of a company's privacy policy?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1369;1;1;When you are asked to agree to a company's privacy policy, how often do you read it before agreeing to it?;['Always', 'Often', 'Sometimes', 'Rarely', 'Never'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1370;1;1;When you read a privacy policy, what do you typically do?;['Read it all the way through', 'Read it part of the way through', 'Glance over it without reading it closely', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1371;1;1;How much do you typically understand the privacy policies you read?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1372;1;1;How likely, if at all, do you think it is that companies will follow what their privacy policies say they will do with your personal information?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1373;1;1;How likely, if at all, do you think it is that companies will promptly notify you if your personal data has been misused or compromised?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1374;1;1;How likely, if at all, do you think it is that companies will publicly admit mistakes and take responsibility when they misuse or compromise their users' personal data?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1375;1;1;How likely, if at all, do you think it is that companies will use your personal information in ways you will feel comfortable with?;['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1376;1;1;How comfortable are you, if at all, with companies using your personal data to help improve their fraud prevention systems?;['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not comfortable at all', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1377;1;1;How comfortable are you, if at all, with companies using your personal data sharing it with outside groups doing research that might help improve society?;['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not comfortable at all', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1378;1;1;How comfortable are you, if at all, with companies using your personal data to help them develop new products?;['Very comfortable', 'Somewhat comfortable', 'Not too comfortable', 'Not comfortable at all', 'Refused'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1379;1;1;How much do you feel you understand the laws and regulations that are currently in place to protect your data privacy?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;persona only;Trust & Fear
1380;1;1;How much do you think better tools for allowing people to control their personal information themselves would help safeguard people's personal information?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1381;1;1;How much do you think stronger laws governing what companies can and cannot do with people's personal information would help safeguard people's personal information?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1382;1;1;Have you recently decided not to use a product or service because you were worried about how much personal information would be collected about you?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1383;1;1;Do you use a password manager, such as LastPass or iCloud Keychain, to help keep track of your online passwords?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1384;1;1;Do you have a smartphone?;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1385;1;1;Today a wide range of information about people is searchable online. How important do you think it is for people to have the ability to discover potentially useful information about others?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W49.csv;keep;Ethics & Values
1386;1;1;Today a wide range of information about people is searchable online. How important do you think it is for people to have the ability to keep things about themselves that might be potentially damaging from being searchable online?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W49.csv;keep;Ethics & Values
1387;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have data collected by law enforcement, such as criminal records or mugshots removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1388;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have data collected by law enforcement, such as criminal records or mugshots removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1389;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have information about their employment history or work record removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Economy & Work
1390;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have information about their employment history or work record removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Economy & Work
1391;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have negative media coverage removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Media & News
1392;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have negative media coverage removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Media & News
1393;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have potentially embarrassing photos or videos removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1394;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have potentially embarrassing photos or videos removed from public online search results.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1395;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have data collected by law enforcement, such as criminal records or mugshots, be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1396;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have data collected by law enforcement, such as criminal records or mugshots, be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1397;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have potentially embarrassing photos or videos be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Media & News
1398;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have potentially embarrassing photos or videos be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Media & News
1399;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have medical data collected by a health provider be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1400;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have medical data collected by a health provider be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1401;1;1;How much do you agree or disagree with the following statement? All Americans should have the right to have financial data collected by their tax preparer be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Economy & Work
1402;1;1;How much do you agree or disagree with the following statement? All Americans should not have the right to have financial data collected by their tax preparer be permanently deleted by the people or organizations who have that information.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W49.csv;keep;Economy & Work
1403;1;1;Do you ever see advertisements or solicitations that appear to be based on a profile that has been made of you using your personal data?;['Yes, frequently', 'Yes, on occasion', 'No', 'Not sure', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1404;1;1;In general, how well do these advertisements accurately reflect your actual interests and characteristics?;['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1405;1;1;Do you think the following uses of data/information are acceptable or unacceptable? The government collecting data about all Americans to assess who might be a potential terrorist threat;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1406;1;1;Do you think the following uses of data/information are acceptable or unacceptable? Poorly performing schools sharing data about their students with a nonprofit group seeking to help improve educational outcomes;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;Economy & Work
1407;1;1;Do you think the following uses of data/information are acceptable or unacceptable? DNA testing companies sharing their customers' genetic data with law enforcement agencies in order to help solve crimes;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1408;1;1;Do you think the following uses of data/information are acceptable or unacceptable? A social media company monitoring its users' posts for signs of depression, so they can identify people who are at risk of self-harm and connect them to counsel;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;Ethics & Values
1409;1;1;Do you think the following uses of data/information are acceptable or unacceptable? Makers of smart speakers sharing audio recordings of their customers with law enforcement to help with criminal investigations;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;Politics & Government
1410;1;1;How much have you heard or read about the development of automated facial recognition technology that can identify someone based on a picture or video that includes their face?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1411;1;1;Based on what you know, how much do you think facial recognition technology is able to accurately identify individual people?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1412;1;1;Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's gender?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1413;1;1;Based on what you know, how much do you think facial recognition technology is able to accurately assess someone's race?;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1414;1;1;How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Advertisers;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;Trust & Fear
1415;1;1;How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Technology companies;['A lot', 'A fair amount', 'Not too much', 'None at all'];Pew_American_Trends_Panel_W49.csv;keep;Trust & Fear
1416;1;1;How acceptable, if at all, do you find using facial recognition technology in the following situations? Law enforcement agencies assessing potential security threats in public spaces;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1417;1;1;How acceptable, if at all, do you find using facial recognition technology in the following situations? Companies automatically tracking the attendance of their employees;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1418;1;1;How acceptable, if at all, do you find using facial recognition technology in the following situations? Advertisers seeing how people respond to public advertising displays;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1419;1;1;How acceptable, if at all, do you find using facial recognition technology in the following situations? Apartment building landlords tracking who enters or leaves their buildings;['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable'];Pew_American_Trends_Panel_W49.csv;keep;General Opinion
1420;1;1;In the last 12 months, have you had someone put fraudulent charges on your debit or credit card;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1421;1;1;In the last 12 months, have you had someone take over your social media or email account without your permission;['Yes', 'No', 'Offline: does not have internet', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;Media & News
1422;1;1;In the last 12 months, have you had someone attempt to open a line of credit or apply for a loan using your name;['Yes', 'No', 'Refused'];Pew_American_Trends_Panel_W49.csv;drop;General Opinion
1423;1;1;In general, how important, if at all, is being in a committed romantic relationship in order for a man to live a fulfilling life?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W50.csv;keep;Ethics & Values
1424;1;1;In general, how important, if at all, is having a job or career they enjoy in order for a man to live a fulfilling life?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W50.csv;keep;Economy & Work
1425;1;1;In general, how important, if at all, is having a lot of money in order for a man to live a fulfilling life?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W50.csv;keep;Ethics & Values
1426;1;1;In general, how important, if at all, is being in a committed romantic relationship in order for a woman to live a fulfilling life?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W50.csv;keep;Ethics & Values
1427;1;1;In general, how important, if at all, is having a job or career they enjoy in order for a woman to live a fulfilling life?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W50.csv;keep;Economy & Work
1428;1;1;In general, how important, if at all, is having a lot of money in order for a woman to live a fulfilling life?;['Very important', 'Somewhat important', 'Not too important', 'Not at all important'];Pew_American_Trends_Panel_W50.csv;keep;Ethics & Values
1429;1;1;How much do you agree or disagree with the following statement? Society is better off if couples who want to stay together long-term eventually get married.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1430;1;1;How much do you agree or disagree with the following statement? Society is just as well off when couples who want to stay together long term choose not to marry as when they eventually marry.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1431;1;1;How much do you agree or disagree with the following statement? Couples who are married do a better job raising children than couples who are living together but are not married.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1432;1;1;How much do you agree or disagree with the following statement? Couples who are living together but are not married can raise children just as well as married couples.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1433;1;1;How much do you agree or disagree with the following statement? In general, an unmarried person living with a partner has it easier when it comes to achieving being financially secure goals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1434;1;1;How much do you agree or disagree with the following statement? In general, a married person has it easier when it comes to achieving being financially secure goals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1435;1;1;How much do you agree or disagree with the following statement? In general, an unmarried person living with a partner has it easier when it comes to achieving having a fulfilling sex life goals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1436;1;1;How much do you agree or disagree with the following statement? In general, a married person has it easier when it comes to achieving having a fulfilling sex life goals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1437;1;1;How much do you agree or disagree with the following statement? In general, an unmarried person living with a partner has it easier when it comes to achieving having social status goals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1438;1;1;How much do you agree or disagree with the following statement? In general, a married person has it easier when it comes to achieving having social status goals.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
1439;1;1;How much do you agree or disagree with the following statement? In general, an unmarried person living with a partner has it easier when it comes to achieving being happy.;['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree'];Pew_American_Trends_Panel_W50.csv;keep;General Opinion
